"Bib","Firstname","Surname","NameFormatted","Gender","Nation","Club","Team","ClubTeamFormatted","Chips","EventName","ClassName","GroupdName","RaceName","PointName","PointNumber","Lap","Status","Communique","Penalty","PassingTime","AccumulatedTime","TimeFormatted","NetTime","NetTimeFormatted","TimeSmoothed","TimeSmoothedFormatted","LapTime","LapTimeFormatted","LapNetTime","LapNetTimeFormatted","LapTimeSmoothed","RankTotal","DiffTimeTotal","DiffTimeTotalFormatted","DiffRoundsTotal","RankClass","DiffTimeClass","DiffTimeClassFormatted","DiffRoundsClass","RankGender","DiffTimeGender","DiffTimeGenderFormatted","DiffRoundsGender","Starttime","StarttimeFormatted","Wavestart","WavestartFormatted","IOC Code","SplitTime","SplitRankTotal","SplitRankGender","SplitRankClass","TrendTotal","TrendGender","TrendClass","Region","Points","SplitKm","SplitSpeed","RoleKm", "RoleFinish","ValidationTime","ValidationTimeFormatted"
13,"Ida Kristine","Sletta","Ida Kristine Sletta","F","NO","","","NARVIK","3197472;;","Harstad Enduro Race 2019_FE1","K Sport 17-39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:35:21.0060000",244800,"4:04.8",244800,"4:04.8",244800,"2019-08-25T10:35:21.0060000",244800,"4:04.8",244800,"4:04.8",244800,33,75800,"1:15.8",0,1,0,"0:00.0",0,1,0,"0:00.0",0,"2019-08-25T10:31:16.171000","10:31:16","","","NOR",244800,0,0,0,0,0,0,"",0,2.29,33.68,2.29,"True",33.68,1.782,"4:04.8",1.782,"no",0,""
57,"Line","Tjetland","Line Tjetland","F","NO","","","HARSTAD","4043196;;","Harstad Enduro Race 2019_FE1","K Sport 17-39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE1",2,1,"TIME","","","2019-08-25T10:34:43.3790000",257500,"4:17.5",257500,"4:17.5",257500,"2019-08-25T10:34:43.3790000",257500,"4:17.5",257500,"4:17.5",257500,39,88500,"1:28.5",0,2,12700,"0:12.7",0,2,12700,"0:12.7",0,"2019-08-25T10:30:25.793000","10:30:25","","","NOR",257500,0,0,0,0,0,0,"",0,2.29,32.25,2.29,"True",32.25,1.874,"4:17.5",1.874,"no",0,""
