"Bib","Firstname","Surname","NameFormatted","Gender","Nation","Club","Team","ClubTeamFormatted","Chips","EventName","ClassName","GroupdName","RaceName","PointName","PointNumber","Lap","Status","Communique","Penalty","PassingTime","AccumulatedTime","TimeFormatted","NetTime","NetTimeFormatted","TimeSmoothed","TimeSmoothedFormatted","LapTime","LapTimeFormatted","LapNetTime","LapNetTimeFormatted","LapTimeSmoothed","RankTotal","DiffTimeTotal","DiffTimeTotalFormatted","DiffRoundsTotal","RankClass","DiffTimeClass","DiffTimeClassFormatted","DiffRoundsClass","RankGender","DiffTimeGender","DiffTimeGenderFormatted","DiffRoundsGender","Starttime","StarttimeFormatted","Wavestart","WavestartFormatted","IOC Code","SplitTime","SplitRankTotal","SplitRankGender","SplitRankClass","TrendTotal","TrendGender","TrendClass","Region","Points","SplitKm","SplitSpeed","RoleKm", "RoleFinish","ValidationTime","ValidationTimeFormatted"
13,"Ida Kristine","Sletta","Ida Kristine Sletta","F","NO","","","NARVIK","3197472;;","Harstad Enduro Race 2019_FE4","K Sport 17-39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE4",2,1,"TIME","","","2019-08-25T13:34:13.3820000",310200,"5:10.2",310200,"5:10.2",310200,"2019-08-25T13:34:13.3820000",310200,"5:10.2",310200,"5:10.2",310200,43,81200,"1:21.2",0,1,0,"0:00.0",0,2,400,"0:00.4",0,"2019-08-25T13:29:03.120000","13:29:03","","","NOR",310200,0,0,0,0,0,0,"",0,0,0,0,"True",0,0,"5:10.2",0,"no",0,""
57,"Line","Tjetland","Line Tjetland","F","NO","","","HARSTAD","4043196;;","Harstad Enduro Race 2019_FE4","K Sport 17-39","Harstad Enduro 5 etapper","Harstad Enduro 2019 5 etapper","Mål FE4",2,1,"TIME","","","2019-08-25T13:34:06.6120000",333100,"5:33.1",333100,"5:33.1",333100,"2019-08-25T13:34:06.6120000",333100,"5:33.1",333100,"5:33.1",333100,51,104100,"1:44.1",0,2,22900,"0:22.9",0,3,23300,"0:23.3",0,"2019-08-25T13:28:33.473000","13:28:33","","","NOR",333100,0,0,0,0,0,0,"",0,0,0,0,"True",0,0,"5:33.1",0,"no",0,""
